id,fundo_cnpj,papel,prestador_cnpj,prestador_nome
68,35506825000167,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
69,35506825000167,gestor,18223260000191,CATÁLISE INVESTIMENTOS LTDA.
70,35506825000167,custodiante,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
71,35940506000165,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
72,35940506000165,gestor,28264093000180,SMART AGRO INVESTIMENTOS LTDA.
73,34849800000101,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
74,34849800000101,gestor,09121454000195,TERCON INVESTIMENTOS LTDA
75,34849800000101,custodiante,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
76,31368739000184,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
77,31368739000184,gestor,36040900000100,HARBOUR CAPITAL ADMINISTRADORA DE CARTEIRAS DE VALORES MOBILIÁRIOS LTDA.
78,31368739000184,custodiante,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
79,30142469000126,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
80,30142469000126,gestor,09121454000195,TERCON INVESTIMENTOS LTDA
81,30142469000126,custodiante,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
82,28880602000108,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
83,28880602000108,gestor,18223260000191,CATÁLISE INVESTIMENTOS LTDA.
84,28880602000108,custodiante,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
85,27531264000128,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
86,27531264000128,gestor,09463122000199,"BRAVA GESTORA DE RECURSOS, CONSULTORIA E PARTICIPAÇÕES LTDA."
87,27531264000128,custodiante,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
88,27531264000128,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
89,27531264000128,gestor,09463122000199,"BRAVA GESTORA DE RECURSOS, CONSULTORIA E PARTICIPAÇÕES LTDA."
90,27531264000128,custodiante,61820817000109,BANCO PAULISTA S.A.
91,26686967000162,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
92,26686967000162,gestor,32764855000185,LIBERTAS ASSET S/A
93,26686967000162,custodiante,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
94,52114474000168,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
95,52114474000168,gestor,21180163000173,MAM ASSET MANAGEMENT GESTORA DE RECURSOS LTDA.
96,52114474000168,custodiante,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
97,51566307000195,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
98,51566307000195,gestor,09121454000195,TERCON INVESTIMENTOS LTDA
99,51566307000195,custodiante,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
100,51374900000130,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
101,51374900000130,gestor,18223260000191,CATÁLISE INVESTIMENTOS LTDA.
102,51374900000130,custodiante,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
103,50167484000136,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
104,50167484000136,gestor,42373402000181,SQUALO CAPITAL GESTORA DE RECURSOS LTDA
105,50167484000136,custodiante,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
106,49088419000136,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
107,49088419000136,gestor,03403181000195,INFINITY ASSET MANAGEMENT ADMINISTRAÇÃO DE RECURSOS LTDA
108,49088419000136,custodiante,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
109,49225426000132,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
110,49225426000132,gestor,09121454000195,TERCON INVESTIMENTOS LTDA
111,49225426000132,custodiante,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
112,01460572000116,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
113,02739110000103,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
114,14788476000143,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
115,16685929000131,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
116,16685929000131,gestor,47917164000141,BLUEMAC ASSET MANAGEMENT LTDA
117,16685929000131,custodiante,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
118,15383998000128,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
119,15383998000128,gestor,03566273000196,MÁXIMA ASSET MANAGEMENT LTDA
120,15388976000150,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
121,15388976000150,gestor,03566273000196,MÁXIMA ASSET MANAGEMENT LTDA
122,15388352000133,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
123,15388352000133,gestor,03566273000196,MÁXIMA ASSET MANAGEMENT LTDA
124,15381923000108,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
125,15381923000108,gestor,03566273000196,MÁXIMA ASSET MANAGEMENT LTDA
126,15382091000144,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
127,15382091000144,gestor,03566273000196,MÁXIMA ASSET MANAGEMENT LTDA
128,14576983000113,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
129,14576983000113,gestor,03566273000196,MÁXIMA ASSET MANAGEMENT LTDA
130,14580627000173,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
131,14580627000173,gestor,03566273000196,MÁXIMA ASSET MANAGEMENT LTDA
132,14580627000173,custodiante,60746948000112,BANCO BRADESCO S.A.
133,14580349000154,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
134,14580349000154,gestor,03566273000196,MÁXIMA ASSET MANAGEMENT LTDA
135,14580349000154,custodiante,60746948000112,BANCO BRADESCO S.A.
136,14587971000194,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
137,14587971000194,gestor,03566273000196,MÁXIMA ASSET MANAGEMENT LTDA
138,14587971000194,custodiante,60746948000112,BANCO BRADESCO S.A.
139,13259717000102,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
140,13259717000102,gestor,03566273000196,MÁXIMA ASSET MANAGEMENT LTDA
141,13259717000102,custodiante,60746948000112,BANCO BRADESCO S.A.
142,13707891000162,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
143,13707891000162,gestor,03566273000196,MÁXIMA ASSET MANAGEMENT LTDA
144,13707891000162,custodiante,60746948000112,BANCO BRADESCO S.A.
145,46745079000180,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
146,46745079000180,gestor,18223260000191,CATÁLISE INVESTIMENTOS LTDA.
147,46745079000180,custodiante,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
148,32287774000131,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
149,32287774000131,gestor,16925467000182,GLOBAL GESTÃO E INVESTIMENTOS LTDA
150,32287774000131,custodiante,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
151,32287737000123,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
152,32287737000123,gestor,16925467000182,GLOBAL GESTÃO E INVESTIMENTOS LTDA
153,02727085000130,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
154,03919474000120,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
155,04894428000186,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
156,04894438000111,admin,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS"
